"","fy","fye","month","plan_name","plan_full_name","state","aal","avg_return","avg_opt_benchmark_return","avg_custom_benchmark_return","avg_opt_benchmark_excess","avg_custom_benchmark_excess","x_group","target"
"48",2020,2020-06-30,6,"Rhode Island ERS","Employees' Retirement System of Rhode Island","Rhode Island",11751253,0.0602527820427945,0.0657607346856643,0.0686746038929265,-0.00550795264286985,-0.00842182185013196,"group","Others"
"49",2020,2020-06-30,6,"South Carolina RS","South Carolina Retirement System","South Carolina",52061244,0.0498129527710351,0.0675106582934293,0.0686746038929265,-0.0176977055223941,-0.0188616511218913,"group","Others"
"50",2020,2020-06-30,6,"South Dakota RS","South Dakota Retirement System","South Dakota",12336270,0.0745942675183267,0.071345535889298,0.0686746038929265,0.00324873162902861,0.0059196636254002,"group","Others"
"51",2020,2020-08-31,8,"Texas ERS","Employees Retirement System of Texas","Texas",43258312,0.0656287674526737,0.0647296803768835,0.0712552198625143,0.000899087075790117,-0.00562645240984061,"group","Others"
"52",2020,2020-08-31,8,"Texas Teachers","Teacher Retirement System of Texas","Texas",218037584,0.065820352068731,0.066618180100376,0.0712552198625143,-0.000797828031644965,-0.00543486779378322,"group","Others"
"53",2020,2020-06-30,6,"TN State and Teachers","Tennesee State and Teachers' Retirement Plan","Tennessee",42078288,0.0661188231254519,0.067880271521044,0.0686746038929265,-0.00176144839559211,-0.00255578076747454,"group","Others"
"54",2020,2020-06-30,6,"University of California","University of California Retirement Plan","California",93088224,0.0604473712862912,0.0689843751301094,0.0686746038929265,-0.00853700384381817,-0.00822723260663527,"group","Others"
"55",2020,2020-06-30,6,"Vermont State Employees","Vermont State Employees' Retirement System","Vermont",3095291,0.0603159773116682,0.0667036239716146,0.0686746038929265,-0.0063876466599464,-0.0083586265812583,"group","Others"
"56",2020,2020-06-30,6,"Vermont Teachers","State Teachers' Retirement System of Vermont","Vermont",3969003,0.0586268768666838,0.0671678458419767,0.0686746038929265,-0.00854096897529288,-0.0100477270262427,"group","Others"
"57",2020,2020-06-30,6,"Virginia RS","Virginia Retirement System","Virginia",101893256,0.063861360551756,0.0651755978252146,0.0686746038929265,-0.0013142372734587,-0.0048132433411705,"group","Others"
"58",2020,2020-06-30,6,"Washington PERS 2/3","Washington Public Employees' Retirement System","Washington",45559000,0.075662451490268,0.0627671378188279,0.0686746038929265,0.01289531367144,0.0069878475973415,"group","Others"
"59",2020,2020-06-30,6,"Washington School Employees Plan 2/3","Washington School Employees Plan 2/3","Washington",6991000,0.075662451490268,0.0627671378188279,0.0686746038929265,0.01289531367144,0.0069878475973415,"group","Others"
"60",2020,2020-12-31,12,"Wisconsin RS","Wisconsin Retirement System","Wisconsin",114265000,0.0752802536948036,0.0713941584360438,0.0769707408722551,0.00388609525875983,-0.00169048717745146,"group","Others"
"61",2020,2020-06-30,6,"Connecticut Municipal","Connecticut Municipal Employees Retirement System","Connecticut",3861600.5,0.058555597360739,0.0620706527831236,0.0686746038929265,-0.00351505542238462,-0.0101190065321874,"group","Others"
"62",2020,2020-06-30,6,"Louisiana Municipal Police","Louisiana Municipal Police Employees Retirement System","Louisiana",3135811.3,0.0464486763841048,0.0697772762902567,0.0686746038929265,-0.0233285999061519,-0.0222259275088217,"group","Others"
"63",2020,2020-12-31,12,"Louisiana Parochial Employees","Louisiana State Parochial Employees Retirement System","Louisiana",4681468.5,0.0723523017455774,0.0742067382979312,0.0769707408722551,-0.00185443655235384,-0.0046184391266777,"group","Others"
"64",2020,2020-06-30,6,"Minnesota Police and Fire","Minnesota Public Employees Police & Fire Plan","Minnesota",10291567,0.0757210001428328,0.0687299782337383,0.0686746038929265,0.00699102190909451,0.00704639624990633,"group","Others"
"65",2020,2020-12-31,12,"Utah Public Safety","Utah Public Safety and Firefighter Retirement Plan","Utah",4893267,0.0726773853247797,0.0742161919215569,0.0769707408722551,-0.00153880659677719,-0.00429335554747534,"group","Others"
"66",2020,2020-06-30,6,"Delaware County and Municipal Employees","Delaware County and Municipal Other Employees","Delaware",56863.301,0.0718126201574827,0.0641722270385461,0.0686746038929265,0.00764039311893661,0.00313801626455623,"group","Others"
"67",2020,2020-06-30,6,"California Teachers","California State Teachers' Retirement System","California",322127008,0.0694407137472977,0.0684495546309556,0.0686746038929265,0.000991159116342066,0.0007661098543712,"group","Others"
"68",2020,2020-06-30,6,"North Dakota Teachers","North Dakota Teachers' Fund for Retirement","North Dakota",4181035.8,0.0600613484169279,0.0692807233798955,0.0686746038929265,-0.00921937496296765,-0.00861325547599856,"group","Others"
"69",2020,2020-06-30,6,"Massachusetts Teachers","Massachusetts Teachers' Retirement System","Massachusetts",56347072,0.0690525184781157,0.0640296623230385,0.0686746038929265,0.00502285615507714,0.00037791458518921,"group","Others"
"70",2020,2020-06-30,6,"New York State Teachers","New York State Teachers' Retirement System","New York",123801696,0.0702884884320942,0.0703677232191409,0.0686746038929265,-7.92347870466337e-05,0.00161388453916778,"group","Others"
"71",2020,2020-03-31,3,"NY State & Local ERS","New York State and Local Retirement System - Employees' Retirement System","New York",195734000,0.0639549367056684,0.0600637818118308,0.061771221595869,0.00389115489383762,0.00218371510979942,"group","Others"
"72",2020,2020-12-31,12,"Colorado Municipal","Colorado Public Employee Retirement Association-Local Division","Colorado",5658903,0.0784844572731087,0.0743075543153924,0.0769707408722551,0.00417690295771633,0.00151371640085363,"group","Others"
"73",2020,2020-12-31,12,"Colorado School","Colorado Public Employee Retirement Association-School Division","Colorado",45532076,0.0784844572731087,0.0743075543153924,0.0769707408722551,0.00417690295771633,0.00151371640085363,"group","Others"
"74",2020,2020-06-30,6,"Arkansas Teachers","Arkansas Teacher Retirement System","Arkansas",22352000,0.0706722004253655,0.0651095060802414,0.0686746038929265,0.00556269434512413,0.00199759653243903,"group","Others"
"75",2020,2020-06-30,6,"Montana Teachers","Teachers' Retirement System of Montana","Montana",6310005,0.0645511315254037,0.0705237139013841,0.0686746038929265,-0.00597258237598042,-0.00412347236752275,"group","Others"
"76",2020,2020-06-30,6,"New Mexico Educational","Educational Retirement Board of New Mexico","New Mexico",22711576,0.0654029625747596,0.06562127160585,0.0686746038929265,-0.000218309031090325,-0.00327164131816682,"group","Others"
"77",2020,2020-06-30,6,"Ohio School Employees","School Employees' Retirement System of Ohio","Ohio",20601000,0.0665470521103524,0.0673558211511034,0.0686746038929265,-0.000808769040751001,-0.00212755178257407,"group","Others"
"78",2020,2020-09-30,9,"Alabama Teachers","Teachers' Retirement System of Alabama","Alabama",37752800,0.0623850660884959,0.0756275752523483,0.0690054606937465,-0.0132425091638524,-0.00662039460525055,"group","Others"
"79",2020,2020-06-30,6,"Connecticut Teachers","Connecticut State Teachers' Retirement System","Connecticut",37128000,0.0612166486545582,0.0642037510895213,0.0686746038929265,-0.00298710243496303,-0.00745795523836823,"group","Others"
"80",2020,2020-06-30,6,"Illinois Teachers","Teachers' Retirement System of The State of Illinois","Illinois",135598544,0.0616026509774996,0.0679207879686716,0.0686746038929265,-0.00631813699117201,-0.00707195291542684,"group","Others"
"81",2020,2020-12-31,12,"Illinois Municipal","Illinois Municipal Retirement Fund","Illinois",48922900,0.0773077250674841,0.0759621680994407,0.0769707408722551,0.00134555696804339,0.000336984195228984,"group","Others"
"82",2020,2020-06-30,6,"Maryland PERS","Maryland State Retirement and Pension System - Employees Combined System","Maryland",27323460,0.0578395519597199,0.0666214478016534,0.0686746038929265,-0.00878189584193345,-0.0108350519332066,"group","Others"
"83",2020,2020-06-30,6,"West Virginia Teachers","West Virginia Teachers' Retirement System","West Virginia",11154850,0.0680575537014636,0.0691337878625926,0.0686746038929265,-0.00107623416112901,-0.000617050191462853,"group","Others"
"84",2020,2020-06-30,6,"Maine Local","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts","Maine",3409741.3,0.0608234152558782,0.0680494158040861,0.0686746038929265,-0.00722600054820788,-0.00785118863704826,"group","Others"
"85",2020,2020-06-30,6,"Georgia Teachers","Teachers Retirement System of Georgia","Georgia",107188776,0.0685393041587272,0.0690869639466971,0.0686746038929265,-0.00054765978796989,-0.000135299734199235,"group","Others"
"86",2020,2020-06-30,6,"Oklahoma Teachers","Teachers' Retirement System of Oklahoma","Oklahoma",26409940,0.0745047930005205,0.0707407833180784,0.0686746038929265,0.00376400968244206,0.00583018910759403,"group","Others"
"87",2020,2020-06-30,6,"Montana PERS","Montana Public Employees' Retirement System","Montana",8234003,0.0645689260108262,0.0704719009277932,0.0686746038929265,-0.00590297491696701,-0.00410567788210026,"group","Others"
"88",2020,2020-06-30,6,"Nebraska Schools","Nebraska Public Employees Retirement System - School Employees Plan","Nebraska",13849194,0.0663581326124567,0.0687789266160912,0.0686746038929265,-0.00242079400363449,-0.00231647128046975,"group","Others"
"89",2020,2020-06-30,6,"Missouri Teachers","Public School Retirement System of Missouri","Missouri",49641020,0.0667447413407238,0.0694828264557421,0.0686746038929265,-0.00273808511501827,-0.00192986255220262,"group","Others"
"90",2020,2020-06-30,6,"Louisiana Schools","Louisiana School Employees' Retirement System","Louisiana",2649075.8,0.064775194373504,0.0681196794656387,0.0686746038929265,-0.0033444850921347,-0.00389940951942247,"group","Others"
"91",2020,2020-06-30,6,"Nevada Regular Employees","Public Employees' Retirement System of Nevada - Regular Employees Plan","Nevada",47057708,0.0715969031557444,0.0687823114702228,0.0686746038929265,0.00281459168552156,0.00292229926281795,"group","Others"
"92",2020,2020-12-31,12,"Texas Municipal","Texas Municipal Retirement System","Texas",37535520,0.0636573748335936,0.0607880918712125,0.0769707408722551,0.00286928296238109,-0.0133133660386615,"group","Others"
"93",2020,2020-06-30,6,"Georgia ERS","Employees' Retirement System of Georgia","Georgia",18375796,0.0690513668431194,0.0691102834119317,0.0686746038929265,-5.8916568812295e-05,0.000376762950192955,"group","Others"
"94",2020,2020-12-31,12,"Wyoming Public Employees","State of Wyoming Retirement System","Wyoming",10469788,0.0624797161403126,0.0723912398757574,0.0769707408722551,-0.00991152373544479,-0.0144910247319425,"group","Others"
"95",2020,2020-06-30,6,"Rhode Island Municipal","Rhode Island Municipal Employees' Retirement System","Rhode Island",2126482,0.063093512805491,0.0664055293108385,0.0686746038929265,-0.00331201650534751,-0.00558109108743543,"group","Others"
"96",2020,2020-06-30,6,"Alaska Teachers","State of Alaska Teachers' Retirement System","Alaska",7447036,0.0664440472866037,0.0658077988198846,0.0686746038929265,0.000636248466719058,-0.00223055660632276,"group","Others"
"97",2020,2020-06-30,6,"New Jersey Teachers","Teachers' Pension and Annuity Fund of New Jersey","New Jersey",66877320,0.0666291158589707,0.0637396001394961,0.0686746038929265,0.0028895157194746,-0.00204548803395577,"group","Others"
"98",2020,2020-06-30,6,"Missouri State Employees","Missouri State Employees' Retirement System","Missouri",14258409,0.0604251371337003,0.0604794490452811,0.0686746038929265,-5.43119115807844e-05,-0.00824946675922611,"group","Others"
"99",2020,2020-06-30,6,"West Virginia PERS","West Virginia Public Employees' Retirement System","West Virginia",7506535,0.070330159465805,0.0683193549860002,0.0686746038929265,0.00201080447980484,0.00165555557287855,"group","Others"
"100",2020,2020-06-30,6,"South Carolina Police","South Carolina Police Officers Retirement System","South Carolina",8111938,0.0497854284639487,0.0675062732872695,0.0686746038929265,-0.0177208448233208,-0.0188891754289777,"group","Others"
"101",2020,2020-12-31,12,"Utah Noncontributory","Utah Public Employees Noncontributory Retirement System","Utah",31995892,0.0726773853247797,0.0742161919215569,0.0769707408722551,-0.00153880659677719,-0.00429335554747534,"group","Others"
"102",2020,2020-06-30,6,"Missouri PEERS","Public Education Employee Retirement System of Missouri","Missouri",6089401,0.0662923650936909,0.0689557430089245,0.0686746038929265,-0.00266337791523363,-0.0023822387992356,"group","Others"
"103",2020,2020-03-31,3,"NY State & Local Police & Fire","New York State and Local Retirement System - Police and Fire Retirement System","New York",36170000,0.0639549367056684,0.0600637818118308,0.061771221595869,0.00389115489383762,0.00218371510979942,"group","Others"
"104",2020,2020-06-30,6,"Oklahoma Municipal Employees","Oklahoma Municipal Employees","Oklahoma",672351.5,0.0658247757356052,0.0717464604876106,0.0686746038929265,-0.00592168475200539,-0.00284982815732127,"group","Others"
"105",2020,2020-06-30,6,"Missouri Local","Missouri Local Government Employees Retirement System","Missouri",8630842,0.0744836301862766,0.0695459970107217,0.0686746038929265,0.00493763317555485,0.00580902629335012,"group","Others"
"106",2020,2020-12-31,12,"Texas County & District","Texas County & District Retirement System","Texas",41294800,0.0680763768499524,0.0723545633712885,0.0769707408722551,-0.00427818652133616,-0.0088943640223027,"group","Others"
"107",2020,2020-06-30,6,"Arizona Public Safety","Arizona Public Safety Personnel Retirement System","Arizona",18561526,0.0516687682533878,0.0665720169593031,0.0686746038929265,-0.0149032487059153,-0.0170058356395386,"group","Others"
"108",2020,2020-06-30,6,"Arizona State Corrections Officers","Arizona State Corrections Officers Retirement Plan","Arizona",4225989.5,0.0513609017470531,0.0667283357064776,0.0686746038929265,-0.0153674339594245,-0.0173137021458734,"group","Others"
"109",2020,2020-06-30,6,"Louisiana Municipal Employees","Louisiana Municipal Employees","Louisiana",1467802.1,0.0388176090948436,0.049977722995322,0.0686746038929265,-0.0111601139004784,-0.0298569947980829,"group","Others"
"110",2020,2020-06-30,6,"Delaware State Employees","Delaware State Employees' Pension Plan","Delaware",11137982,0.0755324609834962,0.0650160596557514,0.0686746038929265,0.0105164013277448,0.00685785709056974,"group","Others"
"111",2020,2020-06-30,6,"TN Political Subdivisions","Tennessee Political Subdivisions Retirement Plan","Tennessee",11192814,0.0661188231254519,0.067880271521044,0.0686746038929265,-0.00176144839559211,-0.00255578076747454,"group","Others"
"112",2020,2020-12-31,12,"Pennsylvania Municipal","Pennsylvania Municipal Retirement System","Pennsylvania",2601481,0.0754871580076568,0.0778613406634863,0.0769707408722551,-0.00237418265582945,-0.00148358286459827,"group","Others"
"113",2020,2020-06-30,6,"Vermont Municipal Employees","Vermont Municipal Employees","Vermont",1004560.1,0.05647821323238,0.0649464120476555,0.0686746038929265,-0.0084681988152755,-0.0121963906605465,"group","Others"
"114",2020,2020-06-30,6,"Washington LEOFF Plan 2","Washington Law Enforcement Officers and Firefighters Plan 2","Washington",12905000,0.075662451490268,0.0627671378188279,0.0686746038929265,0.01289531367144,0.0069878475973415,"group","Others"
"115",2020,2020-06-30,6,"Washington Teachers Plan 2/3","Washington Teachers Plan 2/3","Washington",18267000,0.075662451490268,0.0627671378188279,0.0686746038929265,0.01289531367144,0.0069878475973415,"group","Others"
"116",2020,2020-08-31,8,"Texas LECOS","Texas Law Enforcement and Custodial Officer Supplemental Retirement Fund","Texas",1609587,0.0656287674526737,0.0647296803768835,0.0712552198625143,0.000899087075790117,-0.00562645240984061,"group","Others"
"117",2020,2020-06-30,6,"Oklahoma Police","Oklahoma Police Pension and Retirement System","Oklahoma",2736156,0.0595916586371816,0.0627945143565409,0.0686746038929265,-0.0032028557193593,-0.00908294525574482,"group","Others"
"118",2020,2020-06-30,6,"Oklahoma Fire","Oklahoma Firefighters Pension and Retirement System","Oklahoma",4103055.3,0.0722919606856274,0.0697372166048458,0.0686746038929265,0.0025547440807816,0.00361735679270092,"group","Others"
"119",2020,2020-06-30,6,"Iowa Municipal Fire and Police","Municipal Fire and Police Retirement System of Iowa","Iowa",3390348.8,0.0638024250777878,0.0640264942564541,0.0686746038929265,-0.000224069178666353,-0.00487217881513868,"group","Others"
