"","fy","fye","month","plan_name","plan_full_name","state","aal","avg_return","avg_opt_benchmark_return","avg_conservative_benchmark_return","avg_moderate_benchmark_return","avg_aggressive_benchmark_return","avg_standard_pension_benchmark_return","avg_opt_benchmark_excess","avg_conservative_benchmark_excess","avg_moderate_benchmark_excess","avg_aggressive_benchmark_excess","avg_standard_pension_benchmark_excess"
"11",2021,2021-06-30,6,"Illinois SERS","State Employees' Retirement System of Illinois","Illinois",51828480,0.06740952015192,0.0751753291934494,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00776580904152935,0.000183295118143301,-0.00391078316855542,-0.00834253379094885,-0.00381488731948232
"12",2021,2021-06-30,6,"Illinois Universities","State Universities Retirement System of Illinois","Illinois",48898480,0.0725096744146791,0.0736468872151272,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0011372128004481,0.00528344938090242,0.0011893710942037,-0.00324237952818973,0.0012852669432768
"13",2021,2021-06-30,6,"Indiana PERF","State of Indiana Public Employees' Retirement Fund","Indiana",17563158,0.0624138366497389,0.0725531886112425,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0101393519615036,-0.00481238838403786,-0.00890646667073658,-0.01333821729313,-0.00881057082166348
"14",2021,2021-06-30,6,"Indiana Teachers","Indiana State Teachers' Retirement Fund","Indiana",21855892,0.0644894437782868,0.0711486294567476,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0066591856784608,-0.00273678125548993,-0.00683085954218865,-0.0112626101645821,-0.00673496369311555
"15",2021,2021-06-30,6,"Iowa PERS","Iowa Public Employees' Retirement System","Iowa",42544648,0.0787821735802543,0.0731881247137407,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.0055940488665136,0.0115559485464776,0.00746187025977885,0.00303011963738542,0.00755776610885195
"16",2021,2021-06-30,6,"Kansas PERS","Kansas Public Employees Retirement System","Kansas",30910302,0.0770373103024977,0.0739592427237696,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00307806757872808,0.00981108526872099,0.00571700698202227,0.00128525635962884,0.00581290283109537
"17",2021,2021-06-30,6,"Kentucky County","County Employees Retirement System of Kentucky","Kentucky",20524364,0.0672219251765782,0.0724245090951416,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00520258391856343,-4.29985719851977e-06,-0.00409837814389724,-0.00853012876629067,-0.00400248229482414
"18",2021,2021-06-30,6,"Kentucky ERS","Kentucky Employees Retirement System","Kentucky",17616616,0.0672219251765782,0.0724245090951416,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00520258391856343,-4.29985719851977e-06,-0.00409837814389724,-0.00853012876629067,-0.00400248229482414
"19",2021,2021-06-30,6,"Kentucky Teachers","Teachers' Retirement System of the State of Kentucky","Kentucky",39581704,0.0753780485322741,0.0766248804213536,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00124683188907948,0.00815182349849741,0.00405774521179869,-0.000374005410594735,0.00415364106087179
"20",2021,2021-06-30,6,"Louisiana SERS","Louisiana State Employees' Retirement System","Louisiana",20220320,0.0768652879271177,0.0760090404578895,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.000856247469228189,0.00963906289334093,0.00554498460664221,0.00111323398424878,0.00564088045571531
"21",2021,2021-06-30,6,"Louisiana Teachers","Louisiana State Teachers Retirement System","Louisiana",33058826,0.0833178341010077,0.0784181977838017,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00489963631720602,0.0160916090672309,0.0119975307805322,0.0075657801581388,0.0120934266296053
"22",2021,2021-06-30,6,"Maine State and Teacher","Maine Public Employees Retirement System - State and Teacher Retirement Program","Maine",16392351,0.0703415186799539,0.0744051967298249,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00406367804987107,0.00311529364617713,-0.000978784640521591,-0.00541053526291502,-0.000882888791448488
"23",2021,2021-06-30,6,"Maryland Teachers","Maryland State Retirement and Pension System - Teachers Combined System","Maryland",47635356,0.0657382749833137,0.0743395511697293,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0086012761864156,-0.00148795005046298,-0.0055820283371617,-0.0100137789595551,-0.0054861324880886
"24",2021,2021-06-30,6,"Massachusetts SRS","Massachusetts State Retirement System","Massachusetts",45704296,0.0800186955004991,0.0743122330332002,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00570646246729889,0.0127924704667224,0.00869839218002366,0.00426664155763024,0.00879428802909676
"25",2021,2021-12-31,12,"Michigan Municipal","Municipal Employees' Retirement System of Michigan","Michigan",17144000,0.0718239403995484,0.0778344495624554,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,-0.00601050916290702,0.00178927163653242,-0.00333130523643521,-0.00887363551391762,-0.00301021191053086
"26",2021,2021-09-30,9,"Michigan Public Schools","Michigan Public School Employees' Retirement System","Michigan",95903400,0.0811974601593599,0.082264051174805,0.0695628599696558,0.0750365665246522,0.0814046040132721,0.0741275166772593,-0.00106659101544504,0.0116346001897041,0.00616089363470773,-0.000207143853912184,0.00706994348210066
"27",2021,2021-09-30,9,"Michigan SERS","Michigan State Employees' Retirement System","Michigan",19799364,0.0808302768627494,0.0822483578750242,0.0695628599696558,0.0750365665246522,0.0814046040132721,0.0741275166772593,-0.00141808101227481,0.0112674168930935,0.00579371033809717,-0.000574327150522747,0.0067027601854901
"28",2021,2021-06-30,6,"Minnesota GERF","Minnesota General Employees Retirement Plan","Minnesota",29215560,0.0808116630747799,0.0768133678143998,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00399829526038009,0.0135854380410032,0.00949135975430448,0.00505960913191106,0.00958725560337759
"29",2021,2021-06-30,6,"Minnesota State Employees","Minnesota State Employees Retirement Fund","Minnesota",15646401,0.0806940620641099,0.0768676486739561,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00382641339015377,0.0134678370303332,0.00937375874363444,0.00494200812124101,0.00946965459270754
"30",2021,2021-06-30,6,"Minnesota Teachers","Teachers Retirement Association of Minnesota","Minnesota",30814968,0.0730715350940589,0.0720891075913814,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.000982427502677519,0.00584531006028222,0.00175123177358349,-0.00268051884880993,0.0018471276226566
"31",2021,2021-06-30,6,"Mississippi PERS","Public Employees' Retirement System of Mississippi","Mississippi",50204296,0.0772328970397176,0.0779995621269398,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.000766665087222229,0.0100066720059409,0.00591259371924213,0.00148084309684871,0.00600848956831523
"32",2021,2021-06-30,6,"Missouri DOT and Highway","Missouri Department of Transportation and Highway Patrol Employees' Retirement System","Missouri",4344073,0.0754269119090576,0.0757060942701502,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.000279182361092589,0.00820068687528086,0.00410660858858214,-0.000325142033811288,0.00420250443765524
"33",2021,2021-06-30,6,"Nevada Police Officer and Firefighter","Public Employees' Retirement System of Nevada - Police and Firefighters Plan","Nevada",15472254,0.0780562041741957,0.0737668817981707,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00428932237602497,0.0108299791404189,0.00673590085372022,0.0023041502313268,0.00683179670279332
"34",2021,2021-06-30,6,"New Hampshire RS","New Hampshire Retirement System","New Hampshire",15991215,0.0733254268931935,0.0758971880990287,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00257176120583513,0.00609920185941681,0.00200512357271809,-0.00242662704967533,0.00210101942179119
"35",2021,2021-06-30,6,"New Jersey PERS","Public Employees' Retirement System of New Jersey","New Jersey",65883124,0.0710507125156774,0.0744135900904686,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00336287757479115,0.00382448748190067,-0.000269590804798048,-0.00470134142719147,-0.000173694955724946
"36",2021,2021-06-30,6,"New Jersey Police & Fire","The Police and Firemen's Retirement System of New Jersey","New Jersey",47508788,0.0710507125156774,0.0744135900904686,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00336287757479115,0.00382448748190067,-0.000269590804798048,-0.00470134142719147,-0.000173694955724946
"37",2021,2021-06-30,6,"New Mexico PERA","Public Employees Retirement Association of New Mexico","New Mexico",23042470,0.0655636093272376,0.0738360412410102,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00827243191377258,-0.00166261570653914,-0.00575669399323786,-0.0101884446156313,-0.00566079814416476
"38",2021,2021-06-30,6,"North Carolina Local Government","North Carolina Local Governmental Employees' Retirement System","North Carolina",33485232,0.0672295935549334,0.0695815874372279,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00235199388229446,3.36852115667696e-06,-0.00409070976554204,-0.00852246038793547,-0.00399481391646894
"39",2021,2021-06-30,6,"North Carolina Teachers and State Employees","Teachers' and State Employees' Retirement System of North Carolina","North Carolina",89809072,0.0672295935549334,0.0695815874372279,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00235199388229446,3.36852115667696e-06,-0.00409070976554204,-0.00852246038793547,-0.00399481391646894
"40",2021,2021-06-30,6,"North Dakota PERS","North Dakota Public Employees Retirement System","North Dakota",4991543,0.0722398031397278,0.0750049526315302,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0027651494918024,0.00501357810595104,0.000919499819252323,-0.0035122508031411,0.00101539566832543
"41",2021,2021-12-31,12,"Ohio PERS","Ohio Public Employees Retirement System","Ohio",117910000,0.0778356390009016,0.0785713513024964,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,-0.000735712301594749,0.00780097023788562,0.00268039336491799,-0.00286193691256442,0.00300148669082234
"42",2021,2021-12-31,12,"Ohio Police & Fire","Ohio Police & Fire Pension Fund","Ohio",24517578,0.0854314939679317,0.08043557116002,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,0.00499592280791172,0.0153968252049157,0.0102762483319481,0.00473391805446566,0.0105973416578524
"43",2021,2021-06-30,6,"Ohio Teachers","School Employees' Retirement System of Ohio","Ohio",102591408,0.0786336996217283,0.0760703375893605,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00256336203236773,0.0114074745879515,0.00731339630125283,0.0028816456788594,0.00740929215032593
"44",2021,2021-06-30,6,"Oklahoma PERS","Oklahoma Public Employees Retirement System","Oklahoma",11046240,0.0758968089102348,0.0742964250442395,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00160038386599526,0.00867058387645803,0.00457650558975931,0.000144754967365879,0.00467240143883241
"45",2021,2021-06-30,6,"Oregon PERS","Oregon Public Employees Retirement System","Oregon",95300400,0.0761759265131552,0.0736758300614728,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00250009645168237,0.00894970147937846,0.00485562319267974,0.00042387257028631,0.00495151904175284
"46",2021,2021-06-30,6,"Pennsylvania School Employees","Public School Employees' Retirement System of Pennsylvania","Pennsylvania",112650824,0.071411120809866,0.0719901978294373,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.000579077019571272,0.00418489577608927,9.08174893905489e-05,-0.00434093313300288,0.000186713338463651
"47",2021,2021-12-31,12,"Pennsylvania State ERS","Pennsylvania State Employees' Retirement System","Pennsylvania",52926848,0.076605038274089,0.0768945545996889,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,-0.000289516325599815,0.00657036951107304,0.00144979263810541,-0.004092537639377,0.00177088596400976
"48",2021,2021-06-30,6,"Rhode Island ERS","Employees' Retirement System of Rhode Island","Rhode Island",11899619,0.0697939479350853,0.07353380169053,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00373985375544472,0.00256772290130858,-0.00152635538539014,-0.00595810600778357,-0.00143045953631704
"49",2021,2021-06-30,6,"South Carolina RS","South Carolina Retirement System","South Carolina",54997996,0.0633200580002247,0.0725933217158148,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00927326371559012,-0.00390616703355207,-0.00800024532025079,-0.0124319959426442,-0.00790434947117769
"50",2021,2021-06-30,6,"South Dakota RS","South Dakota Retirement System","South Dakota",13865352,0.0808654479973712,0.0745948131184384,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00627063487893276,0.0136392229635944,0.00954514467689571,0.00511339405450228,0.00964104052596881
"51",2021,2021-08-31,8,"Texas ERS","Employees Retirement System of Texas","Texas",44183688,0.0738231316180942,0.0751606281220656,0.0668608222975227,0.0721183131070267,0.0781472760845376,0.072107653245844,-0.00133749650397141,0.00696230932057151,0.00170481851106752,-0.00432414446644347,0.00171547837225017
"52",2021,2021-08-31,8,"Texas Teachers","Teacher Retirement System of Texas","Texas",228247008,0.0732550170345356,0.0777103372224979,0.0668608222975227,0.0721183131070267,0.0781472760845376,0.072107653245844,-0.00445532018796224,0.00639419473701297,0.00113670392750898,-0.00489225905000201,0.00114736378869162
"53",2021,2021-06-30,6,"TN State and Teachers","Tennesee State and Teachers' Retirement Plan","Tennessee",45250140,0.0652599451983589,0.0685405979341698,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00328065273581091,-0.00196627983541786,-0.00606035812211658,-0.01049210874451,-0.00596446227304348
"54",2021,2021-06-30,6,"University of California","University of California Retirement Plan","California",97243832,0.0690941200765061,0.0768233147198096,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00772919464330357,0.00186789504272933,-0.00222618324396939,-0.00665793386636282,-0.00213028739489629
"55",2021,2021-06-30,6,"Vermont State Employees","Vermont State Employees' Retirement System","Vermont",3280867.8,0.0748025169550455,0.0694559461833817,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00534657077166378,0.00757629192126874,0.00348221363457002,-0.000949536987823407,0.00357810948364312
"56",2021,2021-06-30,6,"Vermont Teachers","State Teachers' Retirement System of Vermont","Vermont",4142014.8,0.0682528370122419,0.0729726600327796,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00471982302053764,0.00102661197846521,-0.00306746630823351,-0.00749921693062694,-0.00297157045916041
"57",2021,2021-06-30,6,"Virginia RS","Virginia Retirement System","Virginia",106643384,0.0724228461166585,0.0740044730968088,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0015816269801503,0.00519662108288177,0.00110254279618305,-0.00332920782621038,0.00119843864525615
"58",2021,2021-06-30,6,"Washington PERS 2/3","Washington Public Employees' Retirement System","Washington",52039000,0.0830103426287816,0.0737180502121235,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00929229241665808,0.0157841175950049,0.0116900393083061,0.00725828868591272,0.0117859351573792
"59",2021,2021-06-30,6,"Washington School Employees Plan 2/3","Washington School Employees Plan 2/3","Washington",7958000,0.0830103426287816,0.0737180502121235,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00929229241665808,0.0157841175950049,0.0116900393083061,0.00725828868591272,0.0117859351573792
"60",2021,NA,12,"Wisconsin RS","Wisconsin Retirement System","Wisconsin",124671200,0.0817399883723469,0.0783166801210633,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,0.00342330825128356,0.0117053196093309,0.00658474273636322,0.00104241245888081,0.00690583606226758
"61",2021,2021-06-30,6,"Connecticut Municipal","Connecticut Municipal Employees Retirement System","Connecticut",4077803.5,0.0650318424098473,0.071481809331976,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00644996692212874,-0.00219438262392946,-0.00628846091062818,-0.0107202115330216,-0.00619256506155508
"62",2021,2021-06-30,6,"Louisiana Municipal Police","Louisiana Municipal Police Employees Retirement System","Louisiana",3301558.8,0.0565266153769082,0.0751051384306347,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0185785230537265,-0.0106996096568686,-0.0147936879435673,-0.0192254385659607,-0.0146977920944942
"63",2021,2021-12-31,12,"Louisiana Parochial Employees","Louisiana State Parochial Employees Retirement System","Louisiana",4814068.5,0.0663393678703574,0.0742379846500907,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,-0.00789861677973325,-0.00369530089265857,-0.0088158777656262,-0.0143582080431086,-0.00849478443972185
"64",2021,2021-06-30,6,"Minnesota Police and Fire","Minnesota Public Employees Police & Fire Plan","Minnesota",10793845,0.0808116630747799,0.0768133678143998,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00399829526038009,0.0135854380410032,0.00949135975430448,0.00505960913191106,0.00958725560337759
"65",2021,2021-12-31,12,"Utah Public Safety","Utah Public Safety and Firefighter Retirement Plan","Utah",5126124,0.0820009281995229,0.0767667259477234,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,0.00523420225179949,0.0119662594365069,0.00684568256353923,0.00130335228605682,0.00716677588944359
"66",2021,2021-06-30,6,"Delaware County and Municipal Employees","Delaware County and Municipal Other Employees","Delaware",77991.703,0.0815421413872754,0.0766042981865924,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00493784320068302,0.0143159163534987,0.0102218380668,0.00579008744440657,0.0103177339158731
"67",2021,2021-06-30,6,"California Teachers","California State Teachers' Retirement System","California",332081984,0.0770843214970356,0.0754030591628085,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00168126233422705,0.00985809646325886,0.00576401817656014,0.00133226755416671,0.00585991402563324
"68",2021,2021-06-30,6,"North Dakota Teachers","North Dakota Teachers' Fund for Retirement","North Dakota",4336060,0.0693869422721047,0.0760546854926702,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00666774322056551,0.002160717238328,-0.00193336104837072,-0.00636511167076415,-0.00183746519929762
"69",2021,2021-06-30,6,"Massachusetts Teachers","Massachusetts Teachers' Retirement System","Massachusetts",58830000,0.0800186955004991,0.0743122330332002,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00570646246729889,0.0127924704667224,0.00869839218002366,0.00426664155763024,0.00879428802909676
"70",2021,2021-06-30,6,"New York State Teachers","New York State Teachers' Retirement System","New York",131077400,0.0774743895031378,0.0764781987822352,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.000996190720902623,0.0102481644693611,0.00615408618266233,0.00172233556026891,0.00624998203173543
"71",2021,2021-03-31,3,"NY State & Local ERS","New York State and Local Retirement System - Employees' Retirement System","New York",195734000,0.0764750793505966,0.0732972317280611,0.0687124438310944,0.0723703675554019,0.0757743506756421,0.0728613522681867,0.00317784762253548,0.00776263551950218,0.00410471179519467,0.000700728674954521,0.00361372708240992
"72",2021,2021-12-31,12,"Colorado Municipal","Colorado Public Employee Retirement Association-Local Division","Colorado",5745010.5,0.0831881696633767,0.0796248472905676,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,0.0035633223728091,0.0131535009003607,0.00803292402739308,0.00249059374991067,0.00835401735329744
"73",2021,2021-12-31,12,"Colorado School","Colorado Public Employee Retirement Association-School Division","Colorado",46336788,0.0831881696633767,0.0796248472905676,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,0.0035633223728091,0.0131535009003607,0.00803292402739308,0.00249059374991067,0.00835401735329744
"74",2021,2021-06-30,6,"Arkansas Teachers","Arkansas Teacher Retirement System","Arkansas",22352000,0.0784114105360136,0.0757413831458431,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00267002739017053,0.0111851855022369,0.00709110721553818,0.00265935659314476,0.00718700306461129
"75",2021,2021-06-30,6,"Montana Teachers","Teachers' Retirement System of Montana","Montana",6463247,0.0712329528273918,0.0762309460931352,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00499799326574335,0.00400672779361511,-8.73504930836155e-05,-0.00451910111547704,8.54535598948658e-06
"76",2021,2021-06-30,6,"New Mexico Educational","Educational Retirement Board of New Mexico","New Mexico",23265254,0.0712502101662278,0.0750544429781983,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00380423281197051,0.00402398513245106,-7.00931542476635e-05,-0.00450184377664109,2.58026948254386e-05
"77",2021,2021-06-30,6,"Ohio School Employees","School Employees' Retirement System of Ohio","Ohio",21097000,0.0721346265025036,0.0753193221961774,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00318469569367386,0.00490840146872684,0.00081432318202812,-0.00361742744036531,0.000910219031101223
"78",2021,2021-09-30,9,"Alabama Teachers","Teachers' Retirement System of Alabama","Alabama",40106808,0.0718133812750759,0.083176182457122,0.0695628599696558,0.0750365665246522,0.0814046040132721,0.0741275166772593,-0.0113628011820461,0.00225052130542003,-0.00322318524957632,-0.00959122273819624,-0.00231413540218339
"79",2021,2021-06-30,6,"Connecticut Teachers","Connecticut State Teachers' Retirement System","Connecticut",38494152,0.067673432816391,0.0726665375586275,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00499310474223646,0.000447207782614312,-0.00364687050408441,-0.00807862112647784,-0.00355097465501131
"80",2021,2021-06-30,6,"Illinois Teachers","Teachers' Retirement System of The State of Illinois","Illinois",138914272,0.0722091488639545,0.0736922960278239,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00148314716386944,0.00498292383017773,0.000888845543479011,-0.00354290507891442,0.000984741392552113
"81",2021,2021-12-31,12,"Illinois Municipal","Illinois Municipal Retirement Fund","Illinois",50927600,0.0822697013998888,0.0800721652232392,0.070034668763016,0.0751552456359836,0.080697575913466,0.0748341523100793,0.00219753617664953,0.0122350326368728,0.00711445576390513,0.00157212548642272,0.00743554908980948
"82",2021,2021-06-30,6,"Maryland PERS","Maryland State Retirement and Pension System - Employees Combined System","Maryland",29033676,0.0657382749833137,0.0743395511697293,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0086012761864156,-0.00148795005046298,-0.0055820283371617,-0.0100137789595551,-0.0054861324880886
"83",2021,2021-06-30,6,"West Virginia Teachers","West Virginia Teachers' Retirement System","West Virginia",11495184,0.0791277529148107,0.075560343056386,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00356740985842463,0.0119015278810339,0.00780744959433521,0.00337569897194179,0.00790334544340832
"84",2021,2021-06-30,6,"Maine Local","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts","Maine",3719016.5,0.0703415186799539,0.0744051967298249,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00406367804987107,0.00311529364617713,-0.000978784640521591,-0.00541053526291502,-0.000882888791448488
"85",2021,2021-06-30,6,"Georgia Teachers","Teachers Retirement System of Georgia","Georgia",115703568,0.0738544563864705,0.0748409116038518,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.000986455217381277,0.00662823135269375,0.00253415306599503,-0.0018975975563984,0.00263004891506813
"86",2021,2021-06-30,6,"Oklahoma Teachers","Teachers' Retirement System of Oklahoma","Oklahoma",27033526,0.0857316031525819,0.0772206538771767,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,0.00851094927540519,0.0185053781188051,0.0144112998321064,0.009979549209713,0.0145071956811795
"87",2021,2021-06-30,6,"Montana PERS","Montana Public Employees' Retirement System","Montana",8534629,0.0712453908159187,0.0762329430722346,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.00498755225631586,0.00401916578214201,-7.49125045567123e-05,-0.00450666312695014,2.09833445163898e-05
"88",2021,2021-06-30,6,"Nebraska Schools","Nebraska Public Employees Retirement System - School Employees Plan","Nebraska",14279493,0.067272801759229,0.0713344354272023,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,-0.0040616336679733,4.65767254522742e-05,-0.00404750156124645,-0.00847925218363987,-0.00395160571217334
"89",2021,2021-06-30,6,"Missouri Teachers","Public School Retirement System of Missouri","Missouri",52834296,0.0749175043964994,0.0748835066324063,0.0672262250337767,0.0713203033204755,0.0757520539428689,0.0712244074714024,3.39977640930744e-05,0.00769127936272263,0.0035972010760239,-0.000834549546369523,0.00369309692509701
